X,Y,Z
-0.17582417582417584,0.8322344322344323,1.2053724053724053
-0.14456654456654458,0.49426129426129434,0.8556776556776556
-0.11526251526251528,0.5177045177045178,0.8224664224664224
-0.12893772893772895,0.5333333333333333,0.8166056166056165
-0.10744810744810747,0.5684981684981685,0.8185592185592184
-0.1094017094017094,0.6564102564102564,0.7853479853479853
-0.09768009768009768,0.6427350427350428,0.8263736263736263
-0.11526251526251528,0.588034188034188,0.800976800976801
-0.08400488400488401,0.5567765567765568,0.7970695970695971
-0.09181929181929183,0.4962148962148962,0.8673992673992674
-0.12307692307692308,0.5352869352869353,0.8322344322344323
-0.10354090354090353,0.6095238095238096,0.8166056166056165
-0.10744810744810747,0.5724053724053724,0.8713064713064713
-0.08595848595848596,0.44737484737484734,0.8967032967032967
-0.09768009768009768,0.4297924297924299,0.9045177045177045
-0.22661782661782662,0.34383394383394383,0.9592185592185591
-0.24029304029304027,0.41025641025641024,0.9631257631257631
-0.3203907203907204,0.2578754578754579,0.9826617826617826
-0.22271062271062275,0.24029304029304027,0.9455433455433454
-0.11721611721611722,0.10158730158730159,0.9592185592185591
-0.1641025641025641,0.06837606837606838,0.9807081807081806
-0.07032967032967033,0.007814407814407814,1.006105006105006
-0.12307692307692308,-0.009768009768009768,0.9963369963369964
-0.09572649572649573,0.12893772893772895,0.9904761904761904
-0.0800976800976801,-0.017582417582417582,1.052991452991453
-0.056654456654456654,0.041025641025641026,1.056898656898657
-0.11526251526251528,0.10354090354090353,1.0041514041514041
-0.1523809523809524,0.09572649572649573,0.9963369963369964
-0.09181929181929183,0.1347985347985348,0.967032967032967
-0.08986568986568987,0.025396825396825397,0.9865689865689867
-0.16996336996336997,0.10744810744810747,1.006105006105006
-0.18168498168498168,0.06446886446886448,1.0139194139194139
-0.16996336996336997,0.23052503052503057,0.9494505494505494
-0.11330891330891331,0.1641025641025641,0.9377289377289377
-0.16605616605616605,0.23638583638583635,0.8556776556776556
-0.16800976800976802,0.09572649572649573,1.0412698412698413
-0.29304029304029305,0.011721611721611722,1.0705738705738705
-0.16800976800976802,0.041025641025641026,0.9611721611721611
-0.23638583638583635,-0.02148962148962149,1.0021978021978022
-0.2188034188034188,0.18168498168498168,0.8478632478632477
-0.12698412698412698,0.1973137973137973,1.0666666666666667
-0.029304029304029304,0.10744810744810747,1.1506715506715506
-0.2617826617826618,0.4512820512820513,0.6017094017094017
-0.11916971916971918,0.07228327228327229,1.3440781440781442
-0.1094017094017094,0.27350427350427353,1.0803418803418803
-0.16214896214896216,0.16996336996336997,0.8048840048840049
-0.06837606837606838,-0.019536019536019536,1.0295482295482294
-0.06837606837606838,0.13675213675213677,0.9318681318681319
-0.06837606837606838,0.03321123321123321,0.9279609279609279
-0.22857142857142854,0.11916971916971918,1.0725274725274725
-0.14065934065934066,0.21294261294261294,0.9416361416361417
-0.14847374847374847,0.2559218559218559,0.9299145299145299
-0.45323565323565324,0.15824175824175823,1.008058608058608
-0.3028083028083028,0.23443223443223443,0.8068376068376069
-0.22075702075702072,0.06837606837606838,1.011965811965812
