X,Y,Z
-0.04884004884004884,0.14065934065934066,1.4691086691086692
-0.03907203907203907,0.0800976800976801,0.9982905982905983
-0.01562881562881563,0.08205128205128205,0.9982905982905983
-0.017582417582417582,0.0761904761904762,0.967032967032967
-0.013675213675213675,0.08205128205128205,0.9963369963369964
-0.029304029304029304,0.08205128205128205,0.9963369963369964
-0.011721611721611722,0.09572649572649573,0.9904761904761904
-0.013675213675213675,0.07032967032967033,0.9963369963369964
-0.041025641025641026,0.07032967032967033,0.9768009768009769
-0.041025641025641026,0.08595848595848596,1.0002442002442002
-0.011721611721611722,0.07814407814407814,0.9924297924297923
-0.01562881562881563,0.08595848595848596,0.9943833943833944
-0.013675213675213675,0.07423687423687424,0.9943833943833944
-0.009768009768009768,0.07814407814407814,1.0021978021978022
-0.01562881562881563,0.0761904761904762,1.008058608058608
-0.01562881562881563,0.08205128205128205,0.9963369963369964
-0.023443223443223443,0.08205128205128205,0.9904761904761904
-0.023443223443223443,0.08986568986568987,0.9943833943833944
-0.005860805860805861,0.09181929181929183,1.008058608058608
-0.019536019536019536,0.07423687423687424,0.9865689865689867
-0.02148962148962149,0.07032967032967033,0.9924297924297923
-0.02148962148962149,0.08595848595848596,0.9943833943833944
-0.007814407814407814,0.0761904761904762,0.9943833943833944
-0.017582417582417582,0.08205128205128205,0.9709401709401709
-0.017582417582417582,0.07814407814407814,0.9963369963369964
-0.02735042735042735,0.08205128205128205,0.9963369963369964
-0.017582417582417582,0.08595848595848596,0.9885225885225887
-0.017582417582417582,0.08205128205128205,1.006105006105006
-0.02148962148962149,0.0800976800976801,0.9963369963369964
-0.019536019536019536,0.08205128205128205,0.9943833943833944
-0.009768009768009768,0.0761904761904762,1.01001221001221
-0.02148962148962149,0.09963369963369964,1.0002442002442002
-0.02148962148962149,0.0800976800976801,0.9924297924297923
-0.01562881562881563,0.08400488400488401,0.9943833943833944
-0.02148962148962149,0.08595848595848596,1.006105006105006
-0.009768009768009768,0.07032967032967033,0.9728937728937729
-0.019536019536019536,0.08791208791208792,0.9924297924297923
-0.011721611721611722,0.07814407814407814,0.9943833943833944
