Time,PM10 std,PM25 std,PM 100 std,Temperature,Gas,Pressure,Altitude,Relative Humidity
1676506491,0,1,2,25.174140625,40729,1012.2520873645908,8.311619626061615,16.4797228741701
1676506492,0,1,2,25.17765625,40967,1012.2444853260579,8.374962503844394,16.474935371147705
1676506493,0,1,2,25.1825390625,41007,1012.2392629164633,8.41847769362251,16.475181536179292
1676506494,0,1,2,25.1751171875,41007,1012.2400657190832,8.411788411697536,16.464878520255077
1676506495,0,1,2,25.1798046875,41127,1012.2499402007138,8.32951051700187,16.460150538058567
1676506496,0,1,2,25.1844921875,41168,1012.2546690865587,8.290107891767558,16.45542265427671
1676506496,0,1,2,25.1762890625,41208,1012.2523966914625,8.309042213152376,16.435156081367754
1676506497,0,1,2,25.1794140625,41289,1012.2406842554645,8.406634514859187,16.44027636776605
1676506498,0,1,2,25.1841015625,41289,1012.2505587176115,8.324356823219665,16.440512242341757
1676506499,0,1,2,25.1762890625,41289,1012.2506814987751,8.323333768980179,16.45500954362896
1676506500,0,1,2,25.1794140625,41492,1012.252690660808,8.306592764784394,16.465095021936982
1676506501,0,1,2,25.183125,41574,1012.2574349248887,8.267062090263472,16.490106292640487
1676506502,0,1,2,25.1747265625,41411,1012.2582528519674,8.260246884226513,16.504579357674796
1676506503,0,1,2,25.1786328125,41657,1012.2599067690628,8.246465980132287,16.5047766026836
1676506503,0,1,2,25.1825390625,41739,1012.2632758479702,8.218393920072089,16.52483970333671
1676506504,0,1,2,25.1739453125,41739,1012.2688992602908,8.171538323926637,16.524405288310856
1676506505,0,1,2,25.177265625,41989,1012.2661029275954,8.194838000323122,16.529540053640854
1676506506,0,1,2,25.1815625,41947,1012.2598607697371,8.246849259252603,16.519823564840497
1676506507,0,1,2,25.1739453125,41947,1012.2637536984344,8.214412349247088,16.509505931672482
1676506508,0,1,2,25.1786328125,42200,1012.2736283678843,8.132134448586418,16.5047766026836
1676506509,0,1,2,25.1841015625,42327,1012.2728565020423,8.138565779800182,16.49015556739789
1676506509,0,1,2,25.17765625,42455,1012.2787892648288,8.089132987641225,16.49479579053498
1676506510,0,1,2,25.181953125,42370,1012.2776928056326,8.098268855141797,16.485081892552326
1676506511,0,1,2,25.186640625,42627,1012.2789914253492,8.087448555811907,16.470423634507746
1676506512,0,1,1,25.1798046875,42671,1012.2773834456027,8.100846492176629,16.455186586815586
1676506513,0,1,1,25.183125,42845,1012.2763022555396,8.109855144974077,16.45535380010096
1676506514,0,1,1,25.1878125,42714,1012.2776008427456,8.099035104491799,16.455589875559216
1676506515,0,1,1,25.18078125,42888,1012.275652932097,8.11526541805353,16.430419169901224
1676506516,0,1,1,25.18390625,43020,1012.2776621686452,8.098524127370325,16.42561361847916
1676506516,0,1,1,25.18859375,43196,1012.2806759782704,8.073412618379601,16.42088674622437
1676506517,0,1,1,25.1801953125,43020,1012.2849242246525,8.038015701970304,16.410540327972374
1676506518,0,1,1,25.183125,43108,1012.2780174680217,8.095563717098514,16.410687509489023
1676506519,0,1,1,25.1872265625,43285,1012.2782961354451,8.093241816897933,16.405931669214766
1676506520,0,1,1,25.178828125,43196,1012.2808291508097,8.07213636367189,16.390625786673365
1676506521,0,1,1,25.1825390625,43554,1012.2752823211295,8.118353412769991,16.380890272197096
1676506522,0,1,1,25.18703125,43554,1012.2745257123001,8.124657611309246,16.376154981088785
1676506522,0,1,1,25.17921875,43599,1012.2832243154594,8.052179542029906,16.370802950828676
1676506523,0,1,1,25.1825390625,43735,1012.2855735877669,8.032605138456288,16.36104937330566
1676506524,0,1,1,25.18703125,43872,1012.2796713810885,8.081783064435022,16.361274445539557
1676506525,0,1,1,25.17921875,43735,1012.2815091131226,8.066470825849688,16.34600474233147
1676506526,0,1,1,25.181953125,43872,1012.2725471779523,8.141143127350325,16.35110087383227
1676506527,0,1,1,25.18625,43964,1012.2748810281503,8.121697056346768,16.341397641464845
1676506528,0,1,1,25.1786328125,44010,1012.2736283678843,8.132134448586418,16.341016422370135
1676506528,0,1,1,25.1825390625,44056,1012.2769975319839,8.104061986799096,16.346170957441906
1676506529,0,1,1,25.18703125,44148,1012.2728104895723,8.138949164469532,16.346395845672085
1676506530,0,1,1,25.178828125,44148,1012.2722531460629,8.143593057943425,16.326150513910303
1676506531,0,1,1,25.181953125,44381,1012.2691167600025,8.169726069328206,16.33622377242898
1676506532,0,1,1,25.1860546875,44428,1012.2693953914595,8.167404452273269,16.34138786624615
1676506533,0,0,0,25.177265625,44241,1012.2643877314898,8.209129427947682,16.340948001566332
1676506534,0,0,0,25.1794140625,44475,1012.2612666676473,8.235134934923176,16.336096736343997
1676506535,0,0,0,25.183515625,44569,1012.2649757198652,8.204230164782446,16.336301950117143
1676506535,0,1,1,25.17609375,44569,1012.2709238387241,8.154669111096993,16.335930617198937
1676506536,0,2,2,25.1794140625,44569,1012.2715578791795,8.149386158441956,16.326179813462065
1676506537,0,2,2,25.18390625,44759,1012.2673708828489,8.184273103949796,16.331362864418097
1676506538,0,2,2,25.1770703125,44711,1012.2657629506158,8.19767076895615,16.321104509482396
1676506539,0,2,2,25.180390625,44950,1012.2698273599112,8.163805199524107,16.316312557196348
1676506540,0,2,2,25.183515625,44854,1012.2666909327268,8.189938604269262,16.316468740647327
1676506541,0,2,2,25.175703125,44998,1012.2702438809434,8.160334659121709,16.30616319043449
1676506541,0,2,2,25.1778515625,45046,1012.2688380566076,8.172048286298931,16.30627050221588
1676506542,0,1,1,25.180390625,45240,1012.2698273599112,8.163805199524107,16.311354835191334
1676506543,0,1,1,25.1716015625,45143,1012.2768257837092,8.105493021492304,16.305958329021216
1676506544,0,1,1,25.1735546875,45436,1012.2733648618107,8.134330030251574,16.306055881005754
1676506545,0,1,1,25.175703125,45387,1012.2702438809434,8.160334659121709,16.30616319043449
1676506546,0,1,1,25.1669140625,45387,1012.268666218736,8.17348007687402,16.295810211589377
1676506547,0,1,1,25.16984375,45583,1012.2703355908544,8.159570513109113,16.305870533897576
1676506547,0,1,1,25.172578125,45485,1012.271664959401,8.148493944750658,16.29609294949835
1676506548,0,1,1,25.164765625,45534,1012.2735022402813,8.13318536719996,16.295702970450993
